@relation 'BOOKKEEPER_fullDataset-weka.filters.unsupervised.attribute.Remove-R1,2,3-weka.filters.unsupervised.attribute.RemoveUseless-M0.0-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11'

@attribute LOC numeric
@attribute CyclomaticComplexity numeric
@attribute Churn numeric
@attribute LocAdded numeric
@attribute fan-in numeric
@attribute fan-out numeric
@attribute NewcomerRisk numeric
@attribute Auth numeric
@attribute WeekendCommit numeric
@attribute nSmell numeric
@attribute isBuggy {No,Yes}

@data
5,1,5,3,0,3,1,1,0,0,No
7,2,7,4,0,1,1,1,0,1,No
13,2,6,3,0,2,1,1,0,0,No
3,1,493,493,0,0,0,1,0,1,No
7,2,493,493,0,1,1,1,0,1,No
13,3,500,497,0,2,0,1,0,0,No
11,2,481,481,0,3,0,1,0,0,No
16,4,493,489,0,5,0,1,0,0,No
10,2,504,497,0,3,0,1,0,0,No
5,1,492,490,0,3,1,1,0,0,No
7,2,502,499,0,1,1,1,0,1,No
13,2,500,497,0,2,1,1,0,0,No
3,1,485,483,0,0,0,1,0,1,No
7,2,489,485,0,1,1,1,0,1,No
13,3,487,484,0,2,0,1,0,0,No
11,2,490,489,0,3,0,1,0,0,No
16,4,488,488,0,5,0,1,0,0,No
10,2,481,481,0,3,0,1,0,0,No
5,1,481,481,0,3,1,1,0,0,No
7,2,481,481,0,1,1,1,0,1,No
13,2,481,481,0,2,1,1,0,0,No
3,1,481,481,0,0,0,1,0,1,No
7,2,481,481,0,1,1,1,0,1,No
13,3,487,487,0,2,0,1,0,0,No
11,2,502,492,0,3,0,1,0,0,No
16,4,504,502,0,5,0,1,0,0,No
10,2,514,509,0,3,0,1,0,0,No
5,1,491,488,0,3,1,1,0,0,No
7,2,493,489,0,1,1,1,0,1,No
13,2,486,482,0,2,1,1,0,0,No
3,1,483,482,0,0,0,1,0,1,No
7,2,486,484,0,1,1,1,0,1,No
13,3,506,499,0,2,0,1,0,0,No
11,2,496,493,0,3,0,1,0,0,No
16,4,481,481,0,5,0,1,0,0,No
10,2,497,497,0,3,0,1,0,0,No
5,1,497,497,0,3,1,1,0,0,No
7,2,497,497,0,1,1,1,0,1,No
13,2,572,572,0,2,1,1,0,0,No
3,1,571,571,0,0,1,1,0,1,No
7,2,574,573,0,1,1,1,0,1,No
13,3,572,572,0,2,1,1,0,0,No
11,2,576,574,0,3,1,1,0,0,No
16,4,584,580,0,5,1,1,0,0,No
10,2,582,580,0,3,1,1,0,0,No
5,1,587,584,0,3,1,1,0,0,No
7,2,584,580,0,1,1,1,0,1,No
13,2,586,581,0,2,1,1,0,0,No
4,1,8,4,0,0,0,1,0,0,No
11,2,13,7,0,7,1,1,0,0,No
3,1,4,2,0,0,0,1,0,0,No
58,8,13,13,0,3,0,1,0,0,No
3,1,0,0,0,3,0,0,0,1,No
7,2,0,0,0,3,0,0,0,0,No
9,2,6,6,0,4,0,1,0,0,No
89,21,107,76,0,3,0,1,0,0,No
8,2,19,16,0,1,0,1,0,0,No
51,16,31,28,0,43,0,1,0,0,No
61,19,35,25,0,19,0,1,0,0,No
131,27,83,58,0,39,0,1,0,1,No
3,1,11,7,0,0,0,1,0,1,No
9,2,6,6,0,1,0,1,0,0,No
6,1,4,2,0,1,0,1,0,0,No
3,1,4,2,0,0,0,1,0,1,No
9,2,6,3,0,1,0,1,0,0,No
6,1,4,2,0,1,0,1,0,0,No
6,2,7,7,0,0,1,1,0,0,No
3,1,0,0,0,1,0,0,0,1,No
10,2,0,0,0,3,0,0,0,0,No
9,2,0,0,0,3,0,0,0,0,No
7,1,0,0,0,3,0,0,0,0,No
6,1,0,0,0,2,0,0,0,0,No
3,1,0,0,0,0,0,0,0,1,No
6,1,0,0,0,1,0,0,0,0,No
6,1,0,0,0,1,0,0,0,0,No
3,1,0,0,0,0,0,0,0,1,No
6,1,6,6,0,1,0,1,0,0,No
6,1,21,11,0,1,0,1,0,0,No
3,1,22,20,0,0,0,1,0,1,No
9,2,22,20,0,1,0,1,0,0,No
6,1,22,20,0,3,0,1,0,0,No
3,1,10,5,0,0,0,1,0,1,No
7,2,12,6,0,1,1,1,0,1,No
13,3,6,2,0,2,0,1,0,0,No
11,2,5,3,0,3,0,1,0,0,No
16,4,21,14,0,5,0,1,0,0,No
10,2,11,8,0,3,0,1,0,0,No
5,1,0,0,0,3,0,0,0,0,No
7,2,0,0,0,1,0,0,0,1,No
13,2,4,4,0,2,1,1,0,0,No
3,1,1,1,0,0,0,1,0,1,No
7,2,1,1,0,1,1,1,0,1,No
13,3,3,2,0,2,0,1,0,0,No
11,2,4,3,0,3,0,1,0,0,No
16,4,10,6,0,5,0,1,0,0,No
10,2,6,4,0,3,0,1,0,0,No
5,1,5,3,0,3,1,1,0,0,No
7,2,7,4,0,1,1,1,0,1,No
13,2,6,3,0,2,1,1,0,0,No
3,1,493,493,0,0,0,1,0,1,No
7,2,493,493,0,1,1,1,0,1,No
13,3,500,497,0,2,0,1,0,0,No
11,2,481,481,0,3,0,1,0,0,No
16,4,493,489,0,5,0,1,0,0,No
10,2,504,497,0,3,0,1,0,0,No
5,1,492,490,0,3,1,1,0,0,No
7,2,502,499,0,1,1,1,0,1,No
13,2,500,497,0,2,1,1,0,0,No
3,1,485,483,0,0,0,1,0,1,No
7,2,489,485,0,1,1,1,0,1,No
13,3,487,484,0,2,0,1,0,0,No
11,2,490,489,0,3,0,1,0,0,No
16,4,488,488,0,5,0,1,0,0,No
10,2,481,481,0,3,0,1,0,0,No
5,1,481,481,0,3,1,1,0,0,No
7,2,481,481,0,1,1,1,0,1,No
13,2,481,481,0,2,1,1,0,0,No
3,1,481,481,0,0,0,1,0,1,No
7,2,481,481,0,1,1,1,0,1,No
13,3,487,487,0,2,0,1,0,0,No
11,2,502,492,0,3,0,1,0,0,No
16,4,504,502,0,5,0,1,0,0,No
10,2,514,509,0,3,0,1,0,0,No
5,1,491,488,0,3,1,1,0,0,No
7,2,493,489,0,1,1,1,0,1,No
13,2,486,482,0,2,1,1,0,0,No
3,1,483,482,0,0,0,1,0,1,No
7,2,486,484,0,1,1,1,0,1,No
13,3,506,499,0,2,0,1,0,0,No
11,2,496,493,0,3,0,1,0,0,No
16,4,481,481,0,5,0,1,0,0,No
10,2,497,497,0,3,0,1,0,0,No
5,1,497,497,0,3,1,1,0,0,No
7,2,497,497,0,1,1,1,0,1,No
13,2,572,572,0,2,1,1,0,0,No
3,1,571,571,0,0,1,1,0,1,No
7,2,574,573,0,1,1,1,0,1,No
13,3,572,572,0,2,1,1,0,0,No
11,2,576,574,0,3,1,1,0,0,No
16,4,584,580,0,5,1,1,0,0,No
10,2,582,580,0,3,1,1,0,0,No
5,1,587,584,0,3,1,1,0,0,No
7,2,584,580,0,1,1,1,0,1,No
13,2,586,581,0,2,1,1,0,0,No
4,1,25,25,0,0,0,1,0,0,No
3,1,0,0,0,0,0,0,0,1,No
3,1,7,7,0,1,0,1,0,0,No
15,4,14,11,0,3,0,1,0,0,No
8,2,0,0,0,4,0,0,0,0,No
13,3,12,8,0,3,0,1,0,0,No
5,1,12,8,0,1,1,1,0,0,No
5,1,10,9,0,3,0,1,0,0,No
7,1,9,8,0,3,0,1,0,0,No
4,1,4,2,0,3,0,1,0,0,No
7,1,4,2,0,3,0,1,0,0,No
4,1,0,0,0,3,0,0,0,0,No
7,1,4,2,0,3,0,1,0,0,No
9,2,7,7,0,3,0,1,0,0,No
11,2,7,7,0,3,0,1,0,0,No
5,1,0,0,0,3,0,0,0,0,No
7,1,0,0,0,3,0,0,0,0,No
1,1,0,0,0,1,0,0,0,0,No
1,1,0,0,0,1,0,0,0,0,No
3,1,0,0,0,2,0,0,0,0,No
1,1,0,0,0,1,0,0,0,0,No
6,1,0,0,0,0,0,0,0,0,No
4,1,13,13,0,0,0,1,0,0,No
5,2,13,13,0,1,1,1,0,0,No
3,1,1,1,0,0,0,1,0,0,No
10,2,10,10,0,2,0,1,0,0,No
3,1,25,15,0,3,0,1,0,1,No
7,2,25,23,0,3,0,1,0,0,No
9,2,22,20,0,4,0,1,0,0,No
16,3,14,8,0,2,0,1,0,0,No
8,2,42,38,0,1,0,1,0,0,No
8,3,37,35,0,6,0,1,0,0,No
11,3,59,49,0,3,1,2,0,0,No
35,7,51,48,0,13,0,1,0,1,No
3,1,1,1,0,0,0,1,0,1,No
7,2,5,5,0,1,1,1,0,1,No
13,3,8,7,0,2,0,1,0,0,No
11,2,5,3,0,3,0,1,0,0,No
16,4,33,23,0,5,1,2,0,0,No
10,2,11,9,0,3,1,2,0,0,No
5,1,13,13,0,3,1,1,0,0,No
7,2,13,10,0,1,1,1,0,1,No
13,2,5,4,0,2,1,2,0,0,No
4,1,13,13,0,0,0,1,0,0,No
5,2,13,13,0,1,1,1,0,0,No
3,1,1,1,0,0,0,1,0,0,No
10,2,10,10,0,2,0,1,0,0,No
3,1,25,15,0,3,0,1,0,1,No
7,2,25,23,0,3,0,1,0,0,No
9,2,22,20,0,4,0,1,0,0,No
16,3,14,8,0,2,0,1,0,0,No
8,2,42,38,0,1,0,1,0,0,No
8,3,37,35,0,6,0,1,0,0,No
11,3,59,49,0,3,1,2,0,0,No
35,7,51,48,0,13,0,1,0,1,No
3,1,1,1,0,0,0,1,0,1,No
7,2,5,5,0,1,1,1,0,1,No
13,3,8,7,0,2,0,1,0,0,No
11,2,5,3,0,3,0,1,0,0,No
16,4,33,23,0,5,1,2,0,0,No
10,2,11,9,0,3,1,2,0,0,No
5,1,13,13,0,3,1,1,0,0,No
7,2,13,10,0,1,1,1,0,1,No
13,2,5,4,0,2,1,2,0,0,No
4,1,7,7,0,0,0,1,0,0,No
3,1,7,7,0,0,1,1,0,1,No
3,1,0,0,0,0,0,0,0,1,No
3,1,0,0,0,0,0,0,0,1,No
14,3,0,0,0,2,0,0,0,1,No
11,2,4,4,0,1,1,1,0,0,No
3,1,0,0,0,0,0,0,0,1,No
6,1,0,0,0,1,0,0,0,0,No
7,2,18,18,0,0,0,1,0,0,No
17,5,59,46,0,7,1,2,0,0,No
25,6,32,24,0,6,0,1,0,0,No
5,1,5,5,0,1,1,1,0,0,No
5,1,6,2,0,3,0,1,0,0,No
7,1,5,3,0,3,0,1,0,0,No
4,1,3,2,0,3,0,1,0,0,No
7,1,16,11,0,3,1,2,0,0,No
4,1,8,5,0,3,0,1,0,0,No
7,1,7,4,0,3,0,1,0,0,No
9,2,0,0,0,3,0,0,0,0,No
11,2,105,103,0,3,1,2,0,0,No
5,1,98,98,0,3,0,1,0,0,No
7,1,98,98,0,3,0,1,0,0,No
1,1,90,90,0,1,0,1,0,0,No
1,1,90,90,0,1,0,1,0,0,No
3,1,91,91,0,2,1,1,0,0,No
1,1,91,91,0,1,0,1,0,0,No
6,1,91,91,0,0,1,1,0,0,No
4,1,91,91,0,0,0,1,0,0,No
5,2,102,99,0,1,1,2,0,0,No
3,1,95,93,0,0,0,1,0,0,No
16,2,132,129,0,2,0,1,0,0,No
3,1,133,133,0,3,0,1,0,1,No
7,2,40,38,0,3,0,1,0,0,No
9,2,36,36,0,4,0,1,0,0,No
28,6,28,23,0,2,0,1,0,0,No
8,2,4,2,0,1,0,1,0,0,No
17,6,4,2,0,15,1,1,0,0,No
50,10,63,56,0,15,1,2,0,1,No
3,1,21,21,0,0,1,1,0,1,No
7,2,0,0,0,1,0,0,0,1,No
13,3,6,6,0,2,1,1,0,0,No
11,2,43,31,0,3,1,1,0,0,No
16,4,22,20,0,5,1,1,0,0,No
10,2,30,23,0,3,1,1,0,0,No
5,1,2,1,0,3,1,1,0,0,No
7,2,0,0,0,1,0,0,0,1,No
13,2,8,3,0,2,1,1,0,0,No
3,1,2,1,0,0,0,1,0,1,No
6,1,8,5,0,1,0,1,0,0,No
6,1,7,4,0,1,0,1,0,0,No
3,1,0,0,0,0,0,0,0,1,No
10,2,1,1,0,1,1,1,0,1,No
9,2,14,14,0,1,1,1,0,0,No
6,1,14,14,0,3,1,1,0,0,No
5,1,10,10,0,1,1,1,0,0,No
3,1,11,11,0,0,1,1,0,1,No
6,1,5,4,0,1,1,1,0,0,No
6,1,3,2,0,1,1,1,0,0,No
4,1,91,91,0,0,0,1,0,0,No
5,2,102,99,0,1,1,2,0,0,No
3,1,95,93,0,0,0,1,0,0,No
16,2,132,129,0,2,0,1,0,0,No
3,1,133,133,0,3,0,1,0,1,No
7,2,40,38,0,3,0,1,0,0,No
9,2,36,36,0,4,0,1,0,0,No
28,6,28,23,0,2,0,1,0,0,No
8,2,4,2,0,1,0,1,0,0,No
17,6,4,2,0,15,1,1,0,0,No
50,10,63,56,0,15,1,2,0,1,No
3,1,21,21,0,0,1,1,0,1,No
7,2,0,0,0,1,0,0,0,1,No
13,3,6,6,0,2,1,1,0,0,No
11,2,43,31,0,3,1,1,0,0,No
16,4,22,20,0,5,1,1,0,0,No
10,2,30,23,0,3,1,1,0,0,No
5,1,2,1,0,3,1,1,0,0,No
7,2,0,0,0,1,0,0,0,1,No
13,2,8,3,0,2,1,1,0,0,No
3,1,2,1,0,0,0,1,0,1,No
6,1,8,5,0,1,0,1,0,0,No
6,1,7,4,0,1,0,1,0,0,No
3,1,0,0,0,0,0,0,0,1,No
10,2,1,1,0,1,1,1,0,1,No
9,2,14,14,0,1,1,1,0,0,No
6,1,14,14,0,3,1,1,0,0,No
5,1,10,10,0,1,1,1,0,0,No
3,1,11,11,0,0,1,1,0,1,No
6,1,5,4,0,1,1,1,0,0,No
6,1,3,2,0,1,1,1,0,0,No
4,1,32,32,0,0,0,1,0,0,No
8,5,5,5,0,0,1,1,0,0,No
4,1,0,0,0,0,0,0,0,0,No
3,1,10,10,0,1,0,1,0,0,No
8,2,11,7,0,3,0,1,0,0,No
3,1,33,29,0,0,0,1,0,1,No
3,1,123,119,0,0,0,1,0,1,No
3,1,101,99,0,0,0,1,0,1,No
3,1,101,97,0,0,0,1,0,1,No
3,1,101,97,0,0,1,1,0,1,No
3,1,94,94,0,0,1,1,0,1,No
8,1,102,97,0,1,0,1,0,0,No
11,3,118,118,0,1,1,2,0,0,No
23,7,139,129,0,9,1,2,0,0,No
33,8,38,24,0,8,1,2,0,0,No
5,1,6,3,0,1,1,1,0,0,No
5,1,3,3,0,3,1,1,0,0,No
7,1,13,13,0,3,1,2,0,0,No
4,1,7,7,0,3,0,1,0,0,No
7,1,0,0,0,3,0,0,0,0,No
4,1,0,0,0,3,0,0,0,0,No
7,1,0,0,0,3,0,0,0,0,No
9,2,0,0,0,3,0,0,0,0,No
11,2,4,4,0,3,1,1,0,0,No
5,1,0,0,0,3,0,0,0,0,No
7,1,0,0,0,3,0,0,0,0,No
1,1,0,0,0,1,0,0,0,0,No
1,1,0,0,0,1,0,0,0,0,No
3,1,0,0,0,2,0,0,0,0,No
1,1,0,0,0,1,0,0,0,0,No
6,1,0,0,0,0,0,0,0,0,No
4,1,6,6,0,0,0,1,0,0,No
5,2,23,21,0,1,1,1,0,0,No
3,1,23,21,0,0,0,1,0,0,No
20,2,39,34,0,2,0,1,0,0,No
3,1,16,13,0,3,0,1,0,1,No
7,2,2,1,0,3,0,1,0,0,No
9,2,6,2,0,4,0,1,0,0,No
36,8,61,52,0,2,1,2,0,0,No
8,2,35,32,0,1,0,1,0,0,No
23,8,35,32,0,21,0,1,0,0,No
7,2,0,0,0,1,0,0,0,0,No
66,13,93,92,0,19,1,2,0,1,No
3,1,3,3,0,0,1,1,0,1,No
9,2,13,11,0,1,0,1,0,0,No
6,1,7,6,0,3,0,1,0,0,No
3,1,6,6,0,0,1,1,0,1,No
9,2,16,14,0,1,1,2,0,0,No
6,1,1,1,0,1,0,1,0,0,No
3,1,14,12,0,0,0,1,0,1,No
6,1,15,13,0,1,0,1,0,0,No
6,1,7,4,0,1,0,1,0,0,No
3,1,3,2,0,0,0,1,0,1,No
6,1,17,11,0,1,1,2,0,0,No
6,1,12,7,0,1,0,1,0,0,No
3,1,1,1,0,0,1,1,0,1,No
7,2,11,6,0,1,1,1,0,1,No
13,3,20,16,0,2,1,2,0,0,No
11,2,33,30,0,3,1,2,0,0,No
16,4,35,28,0,5,1,1,0,0,No
10,2,8,8,0,3,1,1,0,0,No
5,1,7,5,0,3,1,1,0,0,No
7,2,13,10,0,1,1,1,0,1,No
13,2,33,26,0,2,1,1,0,0,No
3,1,14,10,0,0,1,1,0,1,No
6,1,39,27,0,1,1,2,0,0,No
6,1,31,25,0,1,1,2,0,0,No
4,1,6,6,0,0,0,1,0,0,No
5,2,23,21,0,1,1,1,0,0,No
3,1,23,21,0,0,0,1,0,0,No
20,2,39,34,0,2,0,1,0,0,No
3,1,16,13,0,3,0,1,0,1,No
7,2,2,1,0,3,0,1,0,0,No
9,2,6,2,0,4,0,1,0,0,No
36,8,61,52,0,2,1,2,0,0,No
8,2,35,32,0,1,0,1,0,0,No
23,8,35,32,0,21,0,1,0,0,No
7,2,0,0,0,1,0,0,0,0,No
66,13,93,92,0,19,1,2,0,1,No
3,1,3,3,0,0,1,1,0,1,No
9,2,13,11,0,1,0,1,0,0,No
6,1,7,6,0,3,0,1,0,0,No
3,1,6,6,0,0,1,1,0,1,No
9,2,16,14,0,1,1,2,0,0,No
6,1,1,1,0,1,0,1,0,0,No
3,1,14,12,0,0,0,1,0,1,No
6,1,15,13,0,1,0,1,0,0,No
6,1,7,4,0,1,0,1,0,0,No
3,1,3,2,0,0,0,1,0,1,No
6,1,17,11,0,1,1,2,0,0,No
6,1,12,7,0,1,0,1,0,0,No
3,1,1,1,0,0,1,1,0,1,No
7,2,11,6,0,1,1,1,0,1,No
13,3,20,16,0,2,1,2,0,0,No
11,2,33,30,0,3,1,2,0,0,No
16,4,35,28,0,5,1,1,0,0,No
10,2,8,8,0,3,1,1,0,0,No
5,1,7,5,0,3,1,1,0,0,No
7,2,13,10,0,1,1,1,0,1,No
13,2,33,26,0,2,1,1,0,0,No
3,1,14,10,0,0,1,1,0,1,No
6,1,39,27,0,1,1,2,0,0,No
6,1,31,25,0,1,1,2,0,0,No
4,1,3,2,0,0,0,1,0,0,No
3,1,5,3,0,0,1,1,0,1,No
3,1,5,3,0,0,0,1,0,1,No
3,1,0,0,0,0,0,0,0,1,No
3,1,12,12,0,0,1,1,0,1,No
3,1,5,5,0,0,1,1,0,1,No
14,3,6,4,0,2,1,1,0,1,No
11,2,21,16,0,1,1,1,0,0,No
3,1,11,9,0,0,1,1,0,1,No
3,1,11,7,0,0,1,1,0,1,No
9,1,105,103,0,1,1,2,0,0,No
7,2,104,102,0,0,1,2,0,0,No
26,8,122,110,0,10,1,2,0,0,No
37,9,109,107,0,9,1,2,0,0,No
5,1,90,90,0,1,1,1,0,0,No
5,1,126,126,0,3,1,2,0,0,No
7,1,912,912,0,3,1,2,0,0,No
4,1,912,912,0,3,1,2,0,0,No
7,1,917,917,0,3,1,2,0,0,No
4,1,917,917,0,3,1,2,0,0,No
7,1,914,913,0,3,1,2,0,0,No
9,2,926,924,0,3,1,2,0,0,No
11,2,922,909,0,3,1,2,0,0,No
5,1,904,902,0,3,1,2,0,0,No
7,1,925,923,0,3,1,2,0,0,No
1,1,920,918,0,1,1,2,0,0,No
1,1,920,918,0,1,1,2,0,0,No
3,1,927,923,0,2,1,2,0,0,No
1,1,927,923,0,1,1,2,0,0,No
6,1,905,902,0,0,1,2,0,0,No
4,1,880,878,0,0,1,2,0,0,No
5,2,883,880,0,1,1,2,0,0,No
3,1,878,877,0,0,1,2,0,0,No
22,2,910,899,0,2,1,2,0,0,No
3,1,893,889,0,3,1,2,0,1,No
7,2,881,881,0,3,1,2,0,0,No
9,2,890,889,0,4,1,2,0,0,No
40,9,900,895,0,2,1,2,0,0,No
8,2,879,878,0,1,1,2,0,0,No
26,9,905,897,0,24,1,2,0,0,No
71,14,974,957,0,19,1,2,0,1,No
3,1,881,879,0,0,1,2,0,1,No
6,1,877,876,0,1,1,2,0,0,No
6,1,888,888,0,1,1,2,0,0,No
3,1,888,888,0,0,1,2,0,1,No
9,2,926,918,0,1,1,2,0,0,No
6,1,901,899,0,1,1,2,0,0,No
3,1,899,898,0,0,1,2,0,1,No
6,1,879,878,0,1,1,2,0,0,No
6,1,890,885,0,1,1,2,0,0,No
3,1,888,885,0,0,1,2,0,1,No
7,2,887,885,0,1,1,2,0,1,No
13,3,898,893,0,2,1,2,0,0,No
11,2,892,889,0,3,1,2,0,0,No
16,4,884,880,0,5,1,2,0,0,No
10,2,884,880,0,3,1,2,0,0,No
5,1,878,877,0,3,1,2,0,0,No
7,2,883,883,0,1,1,2,0,1,No
13,2,883,883,0,2,1,2,0,0,No
3,1,876,876,0,0,1,1,0,1,No
10,2,876,876,0,1,1,1,0,1,No
9,2,876,876,0,1,1,1,0,0,No
6,1,876,876,0,3,1,1,0,0,No
5,1,876,876,0,1,1,1,0,0,No
3,1,876,876,0,0,1,1,0,1,No
6,1,876,876,0,1,1,1,0,0,No
6,1,876,876,0,1,1,1,0,0,No
3,1,882,882,0,0,1,2,0,1,No
6,1,897,887,0,1,1,2,0,0,No
6,1,914,902,0,1,1,2,0,0,No
4,1,880,878,0,0,1,2,0,0,No
5,2,883,880,0,1,1,2,0,0,No
3,1,878,877,0,0,1,2,0,0,No
22,2,910,899,0,2,1,2,0,0,No
3,1,893,889,0,3,1,2,0,1,No
7,2,881,881,0,3,1,2,0,0,No
9,2,890,889,0,4,1,2,0,0,No
40,9,900,895,0,2,1,2,0,0,No
8,2,879,878,0,1,1,2,0,0,No
26,9,905,897,0,24,1,2,0,0,No
71,14,974,957,0,19,1,2,0,1,No
3,1,881,879,0,0,1,2,0,1,No
6,1,877,876,0,1,1,2,0,0,No
6,1,888,888,0,1,1,2,0,0,No
3,1,888,888,0,0,1,2,0,1,No
9,2,926,918,0,1,1,2,0,0,No
6,1,901,899,0,1,1,2,0,0,No
3,1,899,898,0,0,1,2,0,1,No
6,1,879,878,0,1,1,2,0,0,No
6,1,890,885,0,1,1,2,0,0,No
3,1,888,885,0,0,1,2,0,1,No
7,2,887,885,0,1,1,2,0,1,No
13,3,898,893,0,2,1,2,0,0,No
11,2,892,889,0,3,1,2,0,0,No
16,4,884,880,0,5,1,2,0,0,No
10,2,884,880,0,3,1,2,0,0,No
5,1,878,877,0,3,1,2,0,0,No
7,2,883,883,0,1,1,2,0,1,No
13,2,883,883,0,2,1,2,0,0,No
3,1,876,876,0,0,1,1,0,1,No
10,2,876,876,0,1,1,1,0,1,No
9,2,876,876,0,1,1,1,0,0,No
6,1,876,876,0,3,1,1,0,0,No
5,1,876,876,0,1,1,1,0,0,No
3,1,876,876,0,0,1,1,0,1,No
6,1,876,876,0,1,1,1,0,0,No
6,1,876,876,0,1,1,1,0,0,No
3,1,882,882,0,0,1,2,0,1,No
6,1,897,887,0,1,1,2,0,0,No
6,1,914,902,0,1,1,2,0,0,No
4,1,882,878,0,0,1,2,0,0,No
3,1,879,878,0,0,1,2,0,1,No
3,1,884,881,0,0,1,2,0,1,No
4,1,891,888,0,1,1,2,0,0,No
19,5,891,888,0,4,1,2,0,0,No
11,3,890,890,0,5,1,2,0,0,No
17,4,890,890,0,4,1,2,0,0,No
5,1,877,877,0,1,1,2,0,0,No
5,1,877,877,0,3,1,2,0,0,No
7,1,879,878,0,3,1,2,0,0,No
4,1,876,876,0,3,1,1,0,0,No
7,1,876,876,0,3,1,1,0,0,No
4,1,878,878,0,3,1,2,0,0,No
7,1,881,879,0,3,1,2,0,0,No
9,2,886,882,0,3,1,2,0,0,No
11,2,886,883,0,3,1,2,0,0,No
5,1,882,881,0,3,1,2,0,0,No
7,1,892,889,0,3,1,2,0,0,No
1,1,886,884,0,1,1,2,0,0,No
1,1,886,884,0,1,1,2,0,0,No
3,1,889,885,0,2,1,2,0,0,No
1,1,876,876,0,1,1,1,0,0,No
6,1,888,885,0,0,1,2,0,0,No
4,1,889,885,0,0,1,2,0,0,No
5,2,885,883,0,1,1,2,0,0,No
3,1,885,883,0,0,1,2,0,0,No
12,2,901,901,0,2,1,2,0,0,No
3,1,901,901,0,3,1,2,0,1,No
7,2,877,876,0,3,1,2,0,0,No
9,2,889,889,0,4,1,2,0,0,No
20,4,896,893,0,2,1,2,0,0,No
8,2,876,876,0,1,1,1,0,0,No
11,4,887,884,0,9,1,2,0,0,No
15,4,13,12,0,4,0,1,0,0,No
40,8,27,21,0,14,0,1,0,1,No
3,1,7,7,0,0,0,1,0,1,No
9,2,0,0,0,1,0,0,0,0,No
6,1,0,0,0,3,0,0,0,0,No
3,1,0,0,0,0,0,0,0,1,No
7,2,0,0,0,1,0,0,0,1,No
13,3,0,0,0,2,0,0,0,0,No
11,2,0,0,0,3,0,0,0,0,No
16,4,6,6,0,5,0,1,0,0,No
10,2,21,11,0,3,0,1,0,0,No
5,1,38,26,0,3,1,1,0,0,No
7,2,23,21,0,1,1,1,0,1,No
13,2,23,21,0,2,1,1,0,0,No
4,1,889,885,0,0,1,2,0,0,No
5,2,885,883,0,1,1,2,0,0,No
3,1,885,883,0,0,1,2,0,0,No
12,2,901,901,0,2,1,2,0,0,No
3,1,901,901,0,3,1,2,0,1,No
7,2,877,876,0,3,1,2,0,0,No
9,2,889,889,0,4,1,2,0,0,No
20,4,896,893,0,2,1,2,0,0,No
8,2,876,876,0,1,1,1,0,0,No
11,4,887,884,0,9,1,2,0,0,No
15,4,13,12,0,4,0,1,0,0,No
40,8,27,21,0,14,0,1,0,1,No
3,1,7,7,0,0,0,1,0,1,No
9,2,0,0,0,1,0,0,0,0,No
6,1,0,0,0,3,0,0,0,0,No
3,1,0,0,0,0,0,0,0,1,No
7,2,0,0,0,1,0,0,0,1,No
13,3,0,0,0,2,0,0,0,0,No
11,2,0,0,0,3,0,0,0,0,No
16,4,6,6,0,5,0,1,0,0,No
10,2,21,11,0,3,0,1,0,0,No
5,1,38,26,0,3,1,1,0,0,No
7,2,23,21,0,1,1,1,0,1,No
13,2,23,21,0,2,1,1,0,0,No
4,1,13,10,0,0,0,1,0,0,No
3,1,13,10,0,0,0,1,0,1,No
3,1,0,0,0,0,0,0,0,0,No
11,3,13,10,0,1,0,1,0,0,No
8,2,28,24,0,4,0,1,0,0,No
13,3,15,14,0,3,0,1,0,0,No
5,1,10,10,0,1,1,1,0,0,No
5,1,10,10,0,3,0,1,0,0,No
7,1,0,0,0,3,0,0,0,0,No
4,1,0,0,0,3,0,0,0,0,No
7,1,2,2,0,3,0,1,0,0,No
4,1,1,1,0,3,0,1,0,0,No
7,1,0,0,0,3,0,0,0,0,No
9,2,13,13,0,3,0,1,0,0,No
11,2,18,17,0,3,0,1,0,0,No
5,1,6,5,0,3,0,1,0,0,No
7,1,6,5,0,3,0,1,0,0,No
1,1,9,4,0,1,0,1,0,0,No
1,1,9,4,0,1,0,1,0,0,No
3,1,9,4,0,2,0,1,0,0,No
1,1,14,13,0,1,0,1,0,0,No
6,1,14,13,0,0,1,1,0,0,No
4,1,11,9,0,0,0,1,0,0,No
4,2,11,9,0,0,1,1,0,0,No
3,1,11,9,0,0,0,1,0,0,No
6,1,14,11,0,1,0,1,0,0,No
3,1,14,11,0,3,0,1,0,1,No
7,2,23,22,0,3,0,1,0,0,No
9,2,23,22,0,4,0,1,0,0,No
12,2,17,13,0,1,0,1,0,0,No
8,2,64,63,0,1,0,1,0,0,No
8,3,56,56,0,6,0,1,0,0,No
7,2,56,56,0,1,0,1,0,0,No
31,6,56,56,0,8,0,1,0,1,No
3,1,56,56,0,0,0,1,0,1,No
9,2,1,0,0,1,0,1,0,0,No
6,1,0,0,0,3,0,0,0,0,No
4,1,11,9,0,0,0,1,0,0,No
4,2,11,9,0,0,1,1,0,0,No
3,1,11,9,0,0,0,1,0,0,No
6,1,14,11,0,1,0,1,0,0,No
3,1,14,11,0,3,0,1,0,1,No
